scenario,windows,seeds,target_packets_mean,target_packets_std,target_received_mean,target_received_std,loss_rate_mean,loss_rate_std,target_rate_mean,target_rate_std,background_rate_mean,background_rate_std,mean_delay_mean,mean_delay_std,p95_delay_mean,p95_delay_std,p99_delay_mean,p99_delay_std,received_violation_prob_mean,received_violation_prob_std,violation_prob_mean,violation_prob_std
drift_strong_two_sta,36,11;13;7,257.52777777777777,40.36086230928678,23.11111111111111,70.92401478354051,0.9092794035715746,0.27915748244963995,25.75277777777778,4.036086230928678,34.2,5.149923716494671,0.00038349295104953365,0.00086996256336692,0.0005439691388888887,0.0012556608989807694,0.0007123983750000002,0.0016367833776310895,0.00010850694444444444,0.0006510416666666666,0.909387910516019,0.2787944757528202
overall_two_sta,36,11;13;7,126.38888888888889,20.973831011562652,126.38888888888889,20.973831011562652,0.0,0.0,12.63888888888889,2.0973831011562654,11.4,1.716641238831557,0.0017814267738989005,3.153770171650672e-05,0.001824745805555555,0.00018918623978836577,0.0025756394499999993,0.0005854581485545123,0.00024366471734892786,0.0014619883040935672,0.00024366471734892786,0.0014619883040935672
vacation_high_two_sta,36,11;13;7,126.38888888888889,20.973831011562652,126.38888888888889,20.973831011562652,0.0,0.0,12.63888888888889,2.0973831011562654,91.2,13.733129910652456,0.0026125966843101272,0.00020899293879857476,0.00622077772222222,0.0008826311847475655,0.013212499558333327,0.0043605489021334995,0.021040050962550374,0.01221208062632071,0.021040050962550374,0.01221208062632071
