scenario,method,runs,seeds,window_n_mean,delay_mae_mean,delay_mae_std,risk_mae_mean,risk_mae_std,p95_mae_mean,p95_mae_std,p99_mae_mean,p99_mae_std,violation_mae_mean,violation_mae_std,safe_coverage_mean,safe_coverage_std,avg_conservativeness_mean,avg_conservativeness_std,screening_auroc_mean,screening_auroc_std,precision_at_10_mean,precision_at_10_std,recall_at_10_mean,recall_at_10_std,calibration_ece_mean,calibration_ece_std
drift_strong,persistence_ewma_safe,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,1.021972313,0.1313771077,2.090760299,0.2181252651,1.703883895,0.2179943227,1.746105625,0.2241734252,0.3448429141,0.01509080298,0.7766,0.02404469522,1.126789398,0.2004472245,0.4833066667,0.05693408731,0.074,0.05697644943,0.074,0.05697644943,1.304815725,0.1289060608
drift_strong,proposed_adaptive_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.6518096735,0.08211218214,1.361890323,0.1380756977,1.167352622,0.1357411382,1.210263961,0.1376055068,0.2142605278,0.01402623954,0.6986,0.03668988101,-0.1562579187,0.2500741846,0.8283022222,0.04665918871,0.442,0.08941917844,0.442,0.08941917844,0.6350252241,0.09959395888
drift_strong,proposed_laq,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.6518096735,0.08211218214,1.361890323,0.1380756977,1.167352622,0.1357411382,1.210263961,0.1376055068,0.2142605278,0.01402623954,0.6278,0.04546786025,-0.6235674878,0.1928652097,0.8279111111,0.04640854932,0.442,0.08941917844,0.442,0.08941917844,0.7289371251,0.1422485179
drift_strong,scenario_adaptive_direct_risk,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.8534335625,0.3579880135,4.211361213,6.990019429,1.797532733,1.355232245,1.628528676,0.8432189278,2.705961507e+46,1.208779442e+47,0.6266,0.04679676102,1.97896623,7.093906451,0.77032,0.05425641641,0.248,0.0984939218,0.248,0.0984939218,3.541567413,7.018749741
drift_strong,static_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.7705104248,0.09367160844,1.743418297,0.1723738468,1.389022195,0.1550680127,1.459287138,0.160077165,0.3265117353,0.02013539636,0.2072,0.02845051105,-1.719871262,0.1726180583,0.5,0,0.074,0.05235506309,0.074,0.05235506309,1.719871262,0.1726180583
drift_strong,tail_metric_ridge,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.8534335625,0.3579880135,1.644643474,0.3565589689,1.797532733,1.355232245,1.628528676,0.8432189278,2.705961507e+46,1.208779442e+47,0.5984,0.04694274228,-0.6174213393,0.476960202,0.7734044444,0.05700034112,0.246,0.09648561387,0.246,0.09648561387,1.038455372,0.3733352959
load_high,ablation_m1_only,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1606080807,0.01362096526,0.5582918232,0.04500797983,0.4373127992,0.02451621474,0.5029181369,0.02486553057,0.163856783,0.01561696331,0.6118,0.05078706839,-0.06426567815,0.08469926848,0.7789066667,0.03421264057,0.21,0.07773098007,0.21,0.07773098007,0.2457585072,0.03451327237
load_high,ablation_no_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1348010894,0.01288132717,0.4853108536,0.04204180013,0.3463367711,0.02375444678,0.3865419909,0.02389685315,0.1555586471,0.01385433839,0.1332,0.03622386535,-0.4135691136,0.06075735938,0.7943466667,0.03284921774,0.24,0.06867160602,0.24,0.06867160602,0.4248030045,0.04765112289
load_high,ablation_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1357624298,0.01291112556,0.4906242343,0.04230127856,0.3536458858,0.0238925387,0.3965556449,0.02409678305,0.156603777,0.01399768616,0.5878,0.05623222526,-0.08473100363,0.08955759117,0.7942133333,0.03298307866,0.24,0.06867160602,0.24,0.06867160602,0.2291474493,0.02630330896
load_high,blackbox_delay,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1471283875,0.0142334922,0.4723881022,0.04673072531,0.2927752552,0.02588317321,0.3050501958,0.02368350298,0.3877841845,0.9966133319,0.0882,0.02587337587,-0.4665997793,0.04745877611,0.8147644444,0.02424932482,0.35,0.06341177045,0.35,0.06341177045,0.4665997793,0.04745877611
load_high,direct_p95_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1471283875,0.0142334922,0.493976697,0.04692891166,0.2927752552,0.02588317321,0.3050501958,0.02368350298,0.3877841845,0.9966133319,0.3806,0.04592488146,-0.3553718546,0.05291082738,0.8118666667,0.02400744091,0.352,0.06566261453,0.352,0.06566261453,0.3664462719,0.04846974862
load_high,direct_risk_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1471283875,0.0142334922,0.4723881022,0.04673072531,0.2927752552,0.02588317321,0.3050501958,0.02368350298,0.3877841845,0.9966133319,0.4826,0.0631826092,-0.2606879417,0.07419543307,0.8147644444,0.02424932482,0.35,0.06341177045,0.35,0.06341177045,0.3026726241,0.05155918722
load_high,kingman_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1606080807,0.01362096526,0.5582918232,0.04500797983,0.4373127992,0.02451621474,0.5029181369,0.02486553057,0.163856783,0.01561696331,0.6118,0.05078706839,-0.06426567815,0.08469926848,0.7789066667,0.03421264057,0.21,0.07773098007,0.21,0.07773098007,0.2457585072,0.03451327237
load_high,oracle_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.189052832,0.01563185943,0.5542498629,0.03933540947,0.3435885065,0.02570476093,0.4236540128,0.03169123538,0.1771252344,0.01256102774,0.6532,0.02756351517,0.4689585045,0.04122460784,0.9624355556,0.01496116593,0.714,0.0759778361,0.714,0.0759778361,0.5054444746,0.03890085162
load_high,persistence_ewma_safe,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.154851277,0.01467914113,0.5294105909,0.04332532862,0.3067431597,0.02190312034,0.3252611245,0.02030747363,0.1819329807,0.01495440077,0.8272,0.03726660704,0.5710028091,0.1020625571,0.4673688889,0.0637970916,0.088,0.0681793301,0.088,0.0681793301,0.5810720181,0.09035667624
load_high,proposed_adaptive_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1348010894,0.01288132717,0.4853108536,0.04204180013,0.3463367711,0.02375444678,0.3865419909,0.02389685315,0.1555586471,0.01385433839,0.6854,0.05515566488,0.09048986891,0.1103816996,0.7946755556,0.03305199826,0.24,0.06867160602,0.24,0.06867160602,0.2413368696,0.04291395761
load_high,proposed_laq,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1348010894,0.01288132717,0.4853108536,0.04204180013,0.3463367711,0.02375444678,0.3865419909,0.02389685315,0.1555586471,0.01385433839,0.587,0.05537812603,-0.08569084151,0.08705821842,0.7943466667,0.03284921774,0.24,0.06867160602,0.24,0.06867160602,0.2281250525,0.02590064637
load_high,scenario_adaptive_direct_risk,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1471283875,0.0142334922,0.4723881022,0.04673072531,0.2927752552,0.02588317321,0.3050501958,0.02368350298,0.3877841845,0.9966133319,0.5708,0.06584319491,-0.1500458992,0.09945920191,0.8152266667,0.02454602774,0.358,0.06420362344,0.358,0.06420362344,0.266206397,0.04263351819
load_high,static_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1545512884,0.01368348868,0.5287450775,0.04559828342,0.3768592096,0.02480318594,0.4188930642,0.02490606374,0.1635030077,0.01581577022,0.1248,0.02025521375,-0.5190832916,0.04614171734,0.5,0,0.102,0.04937504164,0.102,0.04937504164,0.5190832916,0.04614171734
load_high,tail_metric_ridge,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.1471283875,0.0142334922,0.493976697,0.04692891166,0.2927752552,0.02588317321,0.3050501958,0.02368350298,0.3877841845,0.9966133319,0.5158,0.05817541532,-0.2333078935,0.07733259843,0.8118488889,0.02406891729,0.346,0.0652444795,0.346,0.0652444795,0.2983867555,0.04765595559
load_low,ablation_m1_only,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01050222324,0.0006694434931,0.04929870859,0.003839961737,0.1056007976,0.005315303939,0.1552334289,0.007552295369,0.005168155521,0.001151247501,0.9944,0.006003507747,0.4319371711,0.06950109343,0.8860088889,0.02072309269,0.472,0.08470381834,0.472,0.08470381834,0.4319371711,0.06950109343
load_low,ablation_no_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01481711856,0.001000804752,0.03633611152,0.004025691535,0.04475609601,0.003567637176,0.0633446101,0.004850126375,0.007752351718,0.001561767424,0.6238,0.0349790915,0.0032335199,0.005026437363,0.8902844444,0.02084599503,0.476,0.08696036605,0.476,0.08696036605,0.01244788868,0.00476300137
load_low,ablation_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01404573763,0.0009626696563,0.03531997914,0.003798209709,0.04844800778,0.003582034452,0.07146159068,0.005012776889,0.007223308549,0.00148472193,0.9918,0.008153785043,0.3337603427,0.06037098203,0.89024,0.02090902799,0.478,0.08654782675,0.478,0.08654782675,0.3337603427,0.06037098203
load_low,blackbox_delay,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01562996699,0.001023284795,0.04626282353,0.00400330403,0.05791886602,0.004096826502,0.07272706398,0.005911839272,4.232685474,10.31605113,0.7626,0.03434254688,0.0251239542,0.004924022118,0.8959822222,0.02018647518,0.49,0.08885233166,0.49,0.08885233166,0.02534091645,0.004882624851
load_low,direct_p95_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01562996699,0.001023284795,0.04263523398,0.005931906047,0.05791886602,0.004096826502,0.07272706398,0.005911839272,4.232685474,10.31605113,0.961,0.01335349353,0.1068787995,0.01902725175,0.8945333333,0.02028552524,0.494,0.09016943116,0.494,0.09016943116,0.1068787995,0.01902725175
load_low,direct_risk_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01562996699,0.001023284795,0.04626282353,0.00400330403,0.05791886602,0.004096826502,0.07272706398,0.005911839272,4.232685474,10.31605113,0.9854,0.01239864169,0.2310357918,0.05719436355,0.8959822222,0.02018647518,0.49,0.08885233166,0.49,0.08885233166,0.2310357918,0.05719436355
load_low,kingman_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01050222324,0.0006694434931,0.04929870859,0.003839961737,0.1056007976,0.005315303939,0.1552334289,0.007552295369,0.005168155521,0.001151247501,0.9944,0.006003507747,0.4319371711,0.06950109343,0.8860088889,0.02072309269,0.472,0.08470381834,0.472,0.08470381834,0.4319371711,0.06950109343
load_low,oracle_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.006764668827,0.0005015852424,0.02453807402,0.002586346184,0.0447501436,0.004097443139,0.06583939991,0.004835959155,0.004855744397,0.0008539862493,0.3064,0.0308039642,-0.01742031975,0.003883583972,0.9502222222,0.01795337836,0.648,0.08166684569,0.648,0.08166684569,0.01773204768,0.003444700082
load_low,persistence_ewma_safe,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.02692619676,0.001295077148,0.06905195101,0.005689258541,0.08882271782,0.006317571582,0.1128831011,0.007423777234,0.009481754133,0.001946797221,0.9868,0.01014422314,0.3809019817,0.06789083153,0.4973777778,0.05752708908,0.094,0.06125013426,0.094,0.06125013426,0.3809019817,0.06789083153
load_low,proposed_adaptive_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01481711856,0.001000804752,0.03633611152,0.004025691535,0.04475609601,0.003567637176,0.0633446101,0.004850126375,0.007752351718,0.001561767424,0.9924,0.007214021435,0.3352033885,0.05674954172,0.8902844444,0.02050462741,0.484,0.08400501238,0.484,0.08400501238,0.3352033885,0.05674954172
load_low,proposed_laq,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01481711856,0.001000804752,0.03633611152,0.004025691535,0.04475609601,0.003567637176,0.0633446101,0.004850126375,0.007752351718,0.001561767424,0.992,0.007677718959,0.3311117919,0.05609055993,0.8902844444,0.02084599503,0.476,0.08696036605,0.476,0.08696036605,0.3311117919,0.05609055993
load_low,scenario_adaptive_direct_risk,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01562996699,0.001023284795,0.04626282353,0.00400330403,0.05791886602,0.004096826502,0.07272706398,0.005911839272,4.232685474,10.31605113,0.9856,0.01233906932,0.2336046413,0.05787046041,0.8960888889,0.0201273554,0.492,0.08519945639,0.492,0.08519945639,0.2336046413,0.05787046041
load_low,static_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.04208374642,0.001640023374,0.07842952506,0.00369280968,0.08549215042,0.004464863629,0.1031719124,0.005246927042,0.007761071669,0.001034069081,0.7966,0.03342296721,0.03995824635,0.006669911499,0.5,0,0.072,0.04785944333,0.072,0.04785944333,0.04030890353,0.006282968249
load_low,tail_metric_ridge,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01562996699,0.001023284795,0.04263523398,0.005931906047,0.05791886602,0.004096826502,0.07272706398,0.005911839272,4.232685474,10.31605113,0.987,0.01223454987,0.2750949067,0.06303718455,0.8944888889,0.02036463446,0.494,0.09292894852,0.494,0.09292894852,0.2750949067,0.06303718455
overall,ablation_m1_only,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.02271571226,0.001893236467,0.09781479974,0.009317872115,0.1607642431,0.008320681773,0.2216475741,0.009824074864,0.01360996995,0.003293444213,0.9764,0.01244101874,0.3824255154,0.06721337435,0.8642488889,0.0277110962,0.438,0.07619918497,0.438,0.07619918497,0.3824255154,0.06721337435
overall,ablation_no_margin,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01665164491,0.001418386169,0.0610046595,0.007761609444,0.08395202353,0.007041802508,0.1164122572,0.008050796622,0.01394586196,0.002905223697,0.2954,0.03069098959,-0.04053020791,0.007150686575,0.8684711111,0.02688919395,0.434,0.0652444795,0.434,0.0652444795,0.0408842093,0.006502845114
overall,ablation_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.0167311172,0.001435550578,0.06372429155,0.007864119769,0.09227981739,0.00714256578,0.1287663393,0.008007714224,0.01373597464,0.002962039623,0.9684,0.01764682766,0.2898680209,0.05845839218,0.8684533333,0.02680252177,0.434,0.0652444795,0.434,0.0652444795,0.2898680209,0.05845839218
overall,blackbox_delay,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01646078547,0.001376313909,0.05643853939,0.006808989979,0.06330994245,0.00554714969,0.07972477542,0.006389470423,0.01992809225,0.02114697713,0.5618,0.04104887972,-0.01073180242,0.007644025307,0.8725066667,0.02474311697,0.444,0.06475866128,0.444,0.06475866128,0.01572207086,0.005838053587
overall,direct_p95_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01646078547,0.001376313909,0.0560676804,0.007808627023,0.06330994245,0.00554714969,0.07972477542,0.006389470423,0.01992809225,0.02114697713,0.8754,0.03255505458,0.06557826619,0.01515498317,0.8712266667,0.02525408102,0.438,0.06550210925,0.438,0.06550210925,0.06666208173,0.01430238786
overall,direct_risk_conformal,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01646078547,0.001376313909,0.05643853939,0.006808989979,0.06330994245,0.00554714969,0.07972477542,0.006389470423,0.01992809225,0.02114697713,0.9478,0.02593838854,0.1951800352,0.05497525104,0.8725066667,0.02474311697,0.444,0.06475866128,0.444,0.06475866128,0.1951800352,0.05497525104
overall,kingman_no_vacation,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.02271571226,0.001893236467,0.09781479974,0.009317872115,0.1607642431,0.008320681773,0.2216475741,0.009824074864,0.01360996995,0.003293444213,0.9764,0.01244101874,0.3824255154,0.06721337435,0.8642488889,0.0277110962,0.438,0.07619918497,0.438,0.07619918497,0.3824255154,0.06721337435
overall,oracle_queueing,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.01101802512,0.0009779256241,0.04528637922,0.005721620229,0.07525285496,0.005916845222,0.1066979082,0.006519346695,0.01128073052,0.00238878464,0.2232,0.02235032085,-0.03028671264,0.005945103532,0.9355111111,0.01737411906,0.616,0.08248763863,0.616,0.08248763863,0.03126029875,0.005535471558
overall,persistence_ewma_safe,20,11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;7;71;73;79;83,250,0.03702682451,0.003050410735,0.1071368979,0.01402955575,0.1188233925,0.01210247238,0.145568229,0.01305431176,0.02233184351,0.004979056766,0.9644,0.01866716791,0.3797726772,0.06785854818,0.47576,0.04993579847,0.078,0.04583724066,0.078,0.04583724066,0.3797726772,0.06785854818
