seed,policy,n,target_violation_reduction,p95_delay_reduction,trigger_rate,background_cost,false_alarm_cost,base_violation,controlled_violation,base_p95,controlled_p95
17,proposed_safe_trigger,2070,0.14692039270818225,0.08861557208599537,0.2222222222222222,0.026666666666666665,0.157487922705314,0.07640184348690457,0.06517685463817947,0.4656406488220314,0.424377636340173
17,direct_risk_trigger,2070,0.13604415967182082,0.07193799437379582,0.22270531400966184,0.02672463768115942,0.15893719806763285,0.07640184348690457,0.06600781889235066,0.4656406488220314,0.43214339444686145
17,ewma_persistence_trigger,2070,0.05482066622571285,0.03564485344668788,0.23043478260869565,0.027652173913043476,0.20579710144927535,0.07640184348690457,0.07221344352607982,0.4656406488220314,0.4490429561359494
17,static_utilization_trigger,2070,0.14609477963166434,0.09452346779673688,0.22657004830917873,0.027188405797101446,0.16956521739130434,0.07640184348690457,0.06523993299923234,0.4656406488220314,0.4216266799482504
17,random_trigger,2070,0.06724838400461308,0.048868784952054996,0.22560386473429953,0.02707246376811594,0.20241545893719806,0.07640184348690457,0.07126394297743686,0.4656406488220314,0.44288535608981217
19,proposed_safe_trigger,2070,0.1393724061024081,0.08051709763686539,0.221256038647343,0.02655072463768116,0.15072463768115943,0.07489789324846596,0.06445919365442596,0.44103899832734306,0.40552781823735506
19,direct_risk_trigger,2070,0.13483899315572923,0.06798451552131705,0.22415458937198068,0.02689855072463768,0.1536231884057971,0.07489789324846596,0.06479873673335752,0.44103899832734306,0.4110551757000517
19,ewma_persistence_trigger,2070,0.06529457077297916,0.04619765560989337,0.23719806763285023,0.028463768115942027,0.21594202898550724,0.07489789324846596,0.07000746745700696,0.44103899832734306,0.4206640305720841
19,static_utilization_trigger,2070,0.1439548695606177,0.08305378393391691,0.22705314009661837,0.027246376811594204,0.17004830917874397,0.07489789324846596,0.06411597679551798,0.44103899832734306,0.40440904065383276
19,random_trigger,2070,0.04919105677146768,0.03172281719618851,0.2246376811594203,0.026956521739130435,0.20483091787439614,0.07489789324846596,0.07121358672961735,0.44103899832734306,0.42704799880701466
23,proposed_safe_trigger,2070,0.13526531307558531,0.07348146428481891,0.21835748792270532,0.02620289855072464,0.15265700483091788,0.0750267282546556,0.06487821436825275,0.4567428716789206,0.42318073666630035
23,direct_risk_trigger,2070,0.13775191373609955,0.07049110439260671,0.22367149758454105,0.026840579710144925,0.15797101449275364,0.0750267282546556,0.0646916528562185,0.4567428716789206,0.4245465622308228
23,ewma_persistence_trigger,2070,0.051531867322931954,0.03030891003002057,0.23043478260869565,0.027652173913043476,0.20869565217391303,0.0750267282546556,0.07116046084856302,0.4567428716789206,0.44289949307435095
23,static_utilization_trigger,2070,0.12173528737101852,0.07934960506061046,0.2246376811594203,0.026956521739130435,0.17342995169082126,0.0750267282546556,0.06589332793006779,0.4567428716789206,0.42050050519694915
23,random_trigger,2070,0.07126110989242593,0.04256591122013466,0.2357487922705314,0.028289855072463767,0.2111111111111111,0.0750267282546556,0.06968024032763141,0.4567428716789206,0.4373011951526063
29,proposed_safe_trigger,2070,0.15679954288814532,0.093043733742786,0.22705314009661837,0.027246376811594204,0.15990338164251208,0.07742521819749235,0.06528497937611064,0.4612837941948813,0.41836422766795067
29,direct_risk_trigger,2070,0.1450703009738263,0.08161248895645833,0.22657004830917873,0.027188405797101446,0.1608695652173913,0.07742521819749235,0.06619311849061796,0.4612837941948813,0.42363727563535836
29,ewma_persistence_trigger,2070,0.05447024809126263,0.030143693140625868,0.22801932367149758,0.027362318840579707,0.20821256038647343,0.07742521819749235,0.0732078473537548,0.4612837941948813,0.4473789970519272
29,static_utilization_trigger,2070,0.12823182232725622,0.08192569378373582,0.22367149758454105,0.026840579710144925,0.16908212560386474,0.07742521819749235,0.06749684137394246,0.4612837941948813,0.42349279932427164
29,random_trigger,2070,0.08118270728414616,0.048856513283660405,0.23719806763285023,0.028463768115942027,0.2072463768115942,0.07742521819749235,0.07113962937215418,0.4612837941948813,0.4387470763762618
31,proposed_safe_trigger,2070,0.1318206302705573,0.07578090221313041,0.22753623188405797,0.027304347826086955,0.1647342995169082,0.07646721630170414,0.06638725965377847,0.44194999140927377,0.40845862232719377
