scenario,variant,variant_label,runs,seeds,delay_mae_mean,delay_mae_std,risk_mae_mean,risk_mae_std,coverage_mean,coverage_std,auroc_mean,auroc_std,recall_at_10_mean,recall_at_10_std
load_high,delta_u_0.16,$\delta_u=0.16$,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.13480108941700847,0.012881327168125218,0.4853108535742373,0.042041800129235724,0.6854,0.05515566488060001,0.7946755555555556,0.033051998255687304,0.24,0.06867160602231617
overall,baseline,Baseline,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016651644906190192,0.0014183861693751968,0.061004659502627165,0.0077616094438718855,0.9688000000000001,0.017148269822193054,0.8678844444444443,0.026233378140357203,0.44400000000000006,0.06976652794179049
overall,c_b_0.5x,$c_b$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016660584648993747,0.001420612582802871,0.06107303326474952,0.007766630411347675,0.9688000000000001,0.017148269822193054,0.8678577777777777,0.026332919679925265,0.44400000000000006,0.06976652794179049
overall,c_b_0x,$c_b$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016670409710202984,0.0014233000442885632,0.06114181479817038,0.007771799591865613,0.9688000000000001,0.017343586710943045,0.8678044444444444,0.026327758286649863,0.44000000000000006,0.06357755313912211
overall,c_b_1.5x,$c_b$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.01664331871673099,0.001416347471015955,0.06093753928466335,0.007757188935292587,0.9686,0.016884748646103835,0.86808,0.026206745754994584,0.44400000000000006,0.06976652794179049
overall,c_b_2x,$c_b$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.01663560014797029,0.0014144751497147158,0.06087143740446649,0.00775281269019038,0.9686,0.016884748646103835,0.8681066666666666,0.026108586763630506,0.44400000000000006,0.06976652794179049
overall,c_u_0.5x,$c_u$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016659335936466676,0.0014209832982162195,0.06121424452555898,0.007772094638206874,0.969,0.017210767743357343,0.8679644444444443,0.026191547525745255,0.446,0.0665226514647059
overall,c_u_0x,$c_u$ 0x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016673358279387665,0.0014256867430015288,0.06142994709990597,0.007783015470243166,0.969,0.017210767743357343,0.8679733333333333,0.02622443602509514,0.446,0.0665226514647059
overall,c_u_1.5x,$c_u$ 1.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.0166504898059349,0.00141757838608622,0.06080086889077498,0.007754061768508414,0.9688000000000001,0.0170497723398908,0.8678666666666667,0.026259590778651688,0.44400000000000006,0.06976652794179049
overall,c_u_2x,$c_u$ 2x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.016657098558579924,0.0014166774914494554,0.06060553013254979,0.0077453113146651945,0.9688000000000001,0.01724620476937951,0.8678222222222223,0.02636009349214985,0.44400000000000006,0.06976652794179049
overall,c_v_0.5x,$c_v$ 0.5x,20,7;11;13;17;19;23;29;31;37;41;43;47;53;59;61;67;71;73;79;83,0.01666770354680054,0.001420310597300786,0.061174928087521785,0.0077691623251475465,0.9688000000000001,0.017148269822193054,0.8679111111111111,0.026226511691980023,0.44400000000000006,0.06976652794179049
